id_estado,estado,indicador,indicador_nombre,año,valor
08,Chihuahua,6200205242,Poblacion con estudios superiores,2010,292920.00000000000000000000
08,Chihuahua,6207019020,Porcentaje sin escolaridad,2015,3.57812520000000000000
08,Chihuahua,6207019020,Porcentaje sin escolaridad,2020,3.06750905384742000000
09,Ciudad de México,1004000001,Derechohabientes,2000,4413972.00000000000000000000
09,Ciudad de México,1004000001,Derechohabientes,2005,4675210.00000000000000000000
09,Ciudad de México,1004000001,Derechohabientes,2010,5644901.00000000000000000000
09,Ciudad de México,1004000001,Derechohabientes,2020,6689012.00000000000000000000
09,Ciudad de México,1005000038,Promedio escolaridad,1995,
09,Ciudad de México,1005000038,Promedio escolaridad,2000,9.60000000000000000000
09,Ciudad de México,1005000038,Promedio escolaridad,2005,10.20000000000000000000
09,Ciudad de México,1005000038,Promedio escolaridad,2010,10.54000000000000000000
09,Ciudad de México,1005000038,Promedio escolaridad,2015,11.11958711239740000000
09,Ciudad de México,1005000038,Promedio escolaridad,2020,11.48203940793250000000
09,Ciudad de México,3108001001,Porcentaje analfabetismo,1910,35.60000000000000000000
09,Ciudad de México,3108001001,Porcentaje analfabetismo,1921,24.10000000000000000000
09,Ciudad de México,3108001001,Porcentaje analfabetismo,1930,27.00000000000000000000
09,Ciudad de México,3108001001,Porcentaje analfabetismo,1940,21.40000000000000000000
09,Ciudad de México,3108001001,Porcentaje analfabetismo,1950,18.30000000000000000000
09,Ciudad de México,3108001001,Porcentaje analfabetismo,1960,14.20000000000000000000
09,Ciudad de México,3108001001,Porcentaje analfabetismo,1970,10.00000000000000000000
09,Ciudad de México,3108001001,Porcentaje analfabetismo,1980,5.90000000000000000000
09,Ciudad de México,3108001001,Porcentaje analfabetismo,1990,4.00000000000000000000
09,Ciudad de México,3108001001,Porcentaje analfabetismo,1995,3.00000000000000000000
09,Ciudad de México,3108001001,Porcentaje analfabetismo,2000,2.90000000000000000000
09,Ciudad de México,3108001001,Porcentaje analfabetismo,2005,2.60000000000000000000
09,Ciudad de México,3108001001,Porcentaje analfabetismo,2010,2.09000000000000000000
09,Ciudad de México,3108001001,Porcentaje analfabetismo,2015,1.47506549456320000000
09,Ciudad de México,6200205239,Poblacion con educacion basica,2000,3162237.00000000000000000000
09,Ciudad de México,6200205239,Poblacion con educacion basica,2010,2937137.00000000000000000000
09,Ciudad de México,6200205241,Poblacion con bachillerato,1990,602857.00000000000000000000
09,Ciudad de México,6200205241,Poblacion con bachillerato,2000,866241.00000000000000000000
09,Ciudad de México,6200205241,Poblacion con bachillerato,2010,1143966.00000000000000000000
09,Ciudad de México,6200205242,Poblacion con estudios superiores,1990,752592.00000000000000000000
09,Ciudad de México,6200205242,Poblacion con estudios superiores,2000,1052535.00000000000000000000
09,Ciudad de México,6200205242,Poblacion con estudios superiores,2010,1628840.00000000000000000000
09,Ciudad de México,6207019020,Porcentaje sin escolaridad,2015,2.02090500000000000000
09,Ciudad de México,6207019020,Porcentaje sin escolaridad,2020,2.00791118171538000000
10,Durango,1004000001,Derechohabientes,2000,708077.00000000000000000000
10,Durango,1004000001,Derechohabientes,2005,756419.00000000000000000000
10,Durango,1004000001,Derechohabientes,2010,1113493.00000000000000000000
10,Durango,1004000001,Derechohabientes,2020,1366665.00000000000000000000
10,Durango,1005000038,Promedio escolaridad,1995,
10,Durango,1005000038,Promedio escolaridad,2000,7.30000000000000000000
10,Durango,1005000038,Promedio escolaridad,2005,8.00000000000000000000
10,Durango,1005000038,Promedio escolaridad,2010,8.58000000000000000000
10,Durango,1005000038,Promedio escolaridad,2015,9.14760965873131000000
10,Durango,1005000038,Promedio escolaridad,2020,9.74606943077146000000
