State ID,State,Quarter ID,Quarter,Workforce
11,Guanajuato,20191,2019-Q1,2590890
11,Guanajuato,20192,2019-Q2,2649112
11,Guanajuato,20193,2019-Q3,2678128
11,Guanajuato,20194,2019-Q4,2682748
11,Guanajuato,20201,2020-Q1,2618777
11,Guanajuato,20203,2020-Q3,2576399
11,Guanajuato,20204,2020-Q4,2656883
11,Guanajuato,20211,2021-Q1,2684322
11,Guanajuato,20212,2021-Q2,2800508
11,Guanajuato,20213,2021-Q3,2830259
11,Guanajuato,20214,2021-Q4,2799197
11,Guanajuato,20221,2022-Q1,2806638
11,Guanajuato,20222,2022-Q2,2828639
11,Guanajuato,20223,2022-Q3,2848237
11,Guanajuato,20224,2022-Q4,2842643
11,Guanajuato,20231,2023-Q1,2937399
11,Guanajuato,20232,2023-Q2,2855201
11,Guanajuato,20233,2023-Q3,2902454
11,Guanajuato,20234,2023-Q4,2891928
11,Guanajuato,20241,2024-Q1,2887812
11,Guanajuato,20242,2024-Q2,2919698
11,Guanajuato,20243,2024-Q3,2908004
11,Guanajuato,20244,2024-Q4,2900806
11,Guanajuato,20251,2025-Q1,2859767
12,Guerrero,20101,2010-Q1,1336869
12,Guerrero,20102,2010-Q2,1437460
12,Guerrero,20103,2010-Q3,1436284
12,Guerrero,20104,2010-Q4,1422289
12,Guerrero,20111,2011-Q1,1342400
12,Guerrero,20112,2011-Q2,1437121
12,Guerrero,20113,2011-Q3,1456370
12,Guerrero,20114,2011-Q4,1474825
12,Guerrero,20121,2012-Q1,1376653
12,Guerrero,20122,2012-Q2,1440481
12,Guerrero,20123,2012-Q3,1458043
12,Guerrero,20124,2012-Q4,1391164
12,Guerrero,20131,2013-Q1,1358846
12,Guerrero,20132,2013-Q2,1410587
12,Guerrero,20133,2013-Q3,1455267
12,Guerrero,20134,2013-Q4,1413436
12,Guerrero,20141,2014-Q1,1363817
12,Guerrero,20142,2014-Q2,1443698
12,Guerrero,20143,2014-Q3,1468617
12,Guerrero,20144,2014-Q4,1438315
12,Guerrero,20151,2015-Q1,1378482
12,Guerrero,20152,2015-Q2,1417887
12,Guerrero,20153,2015-Q3,1426196
12,Guerrero,20154,2015-Q4,1456709
12,Guerrero,20161,2016-Q1,1434740
12,Guerrero,20162,2016-Q2,1482689
12,Guerrero,20163,2016-Q3,1490317
12,Guerrero,20164,2016-Q4,1421962
12,Guerrero,20171,2017-Q1,1438425
12,Guerrero,20172,2017-Q2,1468957
12,Guerrero,20173,2017-Q3,1455873
12,Guerrero,20174,2017-Q4,1496749
12,Guerrero,20181,2018-Q1,1382957
12,Guerrero,20182,2018-Q2,1448665
12,Guerrero,20183,2018-Q3,1505445
12,Guerrero,20184,2018-Q4,1559635
12,Guerrero,20191,2019-Q1,1500902
12,Guerrero,20192,2019-Q2,1532496
12,Guerrero,20193,2019-Q3,1555820
12,Guerrero,20194,2019-Q4,1541546
12,Guerrero,20201,2020-Q1,1560724
12,Guerrero,20203,2020-Q3,1514297
12,Guerrero,20204,2020-Q4,1564536
12,Guerrero,20211,2021-Q1,1415941
12,Guerrero,20212,2021-Q2,1531375
12,Guerrero,20213,2021-Q3,1526815
12,Guerrero,20214,2021-Q4,1506516
12,Guerrero,20221,2022-Q1,1374567
12,Guerrero,20222,2022-Q2,1519990
12,Guerrero,20223,2022-Q3,1557236
12,Guerrero,20224,2022-Q4,1599844
12,Guerrero,20231,2023-Q1,1585867
12,Guerrero,20232,2023-Q2,1611640
12,Guerrero,20233,2023-Q3,1666265
12,Guerrero,20234,2023-Q4,1657048
12,Guerrero,20241,2024-Q1,1636413
12,Guerrero,20242,2024-Q2,1592772
12,Guerrero,20243,2024-Q3,1571397
12,Guerrero,20244,2024-Q4,1585781
12,Guerrero,20251,2025-Q1,1533997
13,Hidalgo,20101,2010-Q1,1044482
13,Hidalgo,20102,2010-Q2,1107789
13,Hidalgo,20103,2010-Q3,1071848
13,Hidalgo,20104,2010-Q4,1092969
13,Hidalgo,20111,2011-Q1,1082299
13,Hidalgo,20112,2011-Q2,1093340
13,Hidalgo,20113,2011-Q3,1155205
13,Hidalgo,20114,2011-Q4,1118479
13,Hidalgo,20121,2012-Q1,1089339
13,Hidalgo,20122,2012-Q2,1155202
13,Hidalgo,20123,2012-Q3,1173271
13,Hidalgo,20124,2012-Q4,1174639
13,Hidalgo,20131,2013-Q1,1190554
13,Hidalgo,20132,2013-Q2,1171764
13,Hidalgo,20133,2013-Q3,1148676
13,Hidalgo,20134,2013-Q4,1205244
13,Hidalgo,20141,2014-Q1,1171407
13,Hidalgo,20142,2014-Q2,1209618
13,Hidalgo,20143,2014-Q3,1209388
13,Hidalgo,20144,2014-Q4,1220081
13,Hidalgo,20151,2015-Q1,1206635
13,Hidalgo,20152,2015-Q2,1245326
13,Hidalgo,20153,2015-Q3,1279654
13,Hidalgo,20154,2015-Q4,1295452
13,Hidalgo,20161,2016-Q1,1207859
13,Hidalgo,20162,2016-Q2,1209650
13,Hidalgo,20163,2016-Q3,1242951
13,Hidalgo,20164,2016-Q4,1230173
13,Hidalgo,20171,2017-Q1,1180966
13,Hidalgo,20172,2017-Q2,1201247
13,Hidalgo,20173,2017-Q3,1214910
13,Hidalgo,20174,2017-Q4,1237664
13,Hidalgo,20181,2018-Q1,1234475
13,Hidalgo,20182,2018-Q2,1269510
13,Hidalgo,20183,2018-Q3,1316845
13,Hidalgo,20184,2018-Q4,1302465
13,Hidalgo,20191,2019-Q1,1312824
13,Hidalgo,20192,2019-Q2,1333080
13,Hidalgo,20193,2019-Q3,1339083
13,Hidalgo,20194,2019-Q4,1315532
13,Hidalgo,20201,2020-Q1,1312536
13,Hidalgo,20203,2020-Q3,1239777
13,Hidalgo,20204,2020-Q4,1269809
13,Hidalgo,20211,2021-Q1,1280514
13,Hidalgo,20212,2021-Q2,1326174
13,Hidalgo,20213,2021-Q3,1377006
13,Hidalgo,20214,2021-Q4,1405819
13,Hidalgo,20221,2022-Q1,1372274
13,Hidalgo,20222,2022-Q2,1423737
13,Hidalgo,20223,2022-Q3,1466506
13,Hidalgo,20224,2022-Q4,1483290
13,Hidalgo,20231,2023-Q1,1524662
13,Hidalgo,20232,2023-Q2,1494828
13,Hidalgo,20233,2023-Q3,1530191
13,Hidalgo,20234,2023-Q4,1467736
13,Hidalgo,20241,2024-Q1,1467760
13,Hidalgo,20242,2024-Q2,1483511
13,Hidalgo,20243,2024-Q3,1485387
13,Hidalgo,20244,2024-Q4,1494670
13,Hidalgo,20251,2025-Q1,1522196
14,Jalisco,20101,2010-Q1,3295626
14,Jalisco,20102,2010-Q2,3335568
14,Jalisco,20103,2010-Q3,3408603
14,Jalisco,20104,2010-Q4,3398249
14,Jalisco,20111,2011-Q1,3366354
14,Jalisco,20112,2011-Q2,3392590
14,Jalisco,20113,2011-Q3,3470494
14,Jalisco,20114,2011-Q4,3469069
14,Jalisco,20121,2012-Q1,3439692
14,Jalisco,20122,2012-Q2,3489965
14,Jalisco,20123,2012-Q3,3507569
14,Jalisco,20124,2012-Q4,3454205
14,Jalisco,20131,2013-Q1,3464799
14,Jalisco,20132,2013-Q2,3523994
14,Jalisco,20133,2013-Q3,3521359
14,Jalisco,20134,2013-Q4,3525624
14,Jalisco,20141,2014-Q1,3469932
14,Jalisco,20142,2014-Q2,3455969
14,Jalisco,20143,2014-Q3,3523518
14,Jalisco,20144,2014-Q4,3517378
14,Jalisco,20151,2015-Q1,3538704
14,Jalisco,20152,2015-Q2,3541923
14,Jalisco,20153,2015-Q3,3578041
14,Jalisco,20154,2015-Q4,3714858
14,Jalisco,20161,2016-Q1,3647045
14,Jalisco,20162,2016-Q2,3647482
14,Jalisco,20163,2016-Q3,3679533
14,Jalisco,20164,2016-Q4,3694536
14,Jalisco,20171,2017-Q1,3742621
14,Jalisco,20172,2017-Q2,3707620
14,Jalisco,20173,2017-Q3,3785317
14,Jalisco,20174,2017-Q4,3757723
14,Jalisco,20181,2018-Q1,3735485
14,Jalisco,20182,2018-Q2,3760557
14,Jalisco,20183,2018-Q3,3794367
14,Jalisco,20184,2018-Q4,3797311
14,Jalisco,20191,2019-Q1,3858599
14,Jalisco,20192,2019-Q2,3848747
14,Jalisco,20193,2019-Q3,3886223
14,Jalisco,20194,2019-Q4,3895568
14,Jalisco,20201,2020-Q1,3894295
14,Jalisco,20203,2020-Q3,3764716
14,Jalisco,20204,2020-Q4,3810866
14,Jalisco,20211,2021-Q1,3879906
14,Jalisco,20212,2021-Q2,3957119
14,Jalisco,20213,2021-Q3,3959500
14,Jalisco,20214,2021-Q4,4050154
14,Jalisco,20221,2022-Q1,4039130
14,Jalisco,20222,2022-Q2,4068763
14,Jalisco,20223,2022-Q3,4140158
14,Jalisco,20224,2022-Q4,4164627
14,Jalisco,20231,2023-Q1,4198136
14,Jalisco,20232,2023-Q2,4180510
14,Jalisco,20233,2023-Q3,4118554
14,Jalisco,20234,2023-Q4,4098344
14,Jalisco,20241,2024-Q1,4092603
14,Jalisco,20242,2024-Q2,4060655
14,Jalisco,20243,2024-Q3,4016406
14,Jalisco,20244,2024-Q4,3979581
14,Jalisco,20251,2025-Q1,3992241
15,Estado de México,20101,2010-Q1,6524879
15,Estado de México,20102,2010-Q2,6792904
15,Estado de México,20103,2010-Q3,6851942
15,Estado de México,20104,2010-Q4,6627998
15,Estado de México,20111,2011-Q1,6696513
15,Estado de México,20112,2011-Q2,6842020
15,Estado de México,20113,2011-Q3,6904176
15,Estado de México,20114,2011-Q4,6969793
15,Estado de México,20121,2012-Q1,6918752
15,Estado de México,20122,2012-Q2,7030023
15,Estado de México,20123,2012-Q3,7195038
15,Estado de México,20124,2012-Q4,7099226
15,Estado de México,20131,2013-Q1,6907802
15,Estado de México,20132,2013-Q2,7211154
15,Estado de México,20133,2013-Q3,7160331
15,Estado de México,20134,2013-Q4,7295121
15,Estado de México,20141,2014-Q1,7329244
15,Estado de México,20142,2014-Q2,7348174
15,Estado de México,20143,2014-Q3,7315202
15,Estado de México,20144,2014-Q4,7265129
15,Estado de México,20151,2015-Q1,7337195
15,Estado de México,20152,2015-Q2,7409354
15,Estado de México,20153,2015-Q3,7499357
15,Estado de México,20154,2015-Q4,7655997
15,Estado de México,20161,2016-Q1,7365373
15,Estado de México,20162,2016-Q2,7449230
15,Estado de México,20163,2016-Q3,7535367
15,Estado de México,20164,2016-Q4,7508735
15,Estado de México,20171,2017-Q1,7475806
15,Estado de México,20172,2017-Q2,7526213
15,Estado de México,20173,2017-Q3,7662551
15,Estado de México,20174,2017-Q4,7761047
15,Estado de México,20181,2018-Q1,7739629
15,Estado de México,20182,2018-Q2,7877685
15,Estado de México,20183,2018-Q3,7931248
15,Estado de México,20184,2018-Q4,7924199
15,Estado de México,20191,2019-Q1,7897293
15,Estado de México,20192,2019-Q2,8073781
15,Estado de México,20193,2019-Q3,8081258
15,Estado de México,20194,2019-Q4,8195649
15,Estado de México,20201,2020-Q1,8114896
15,Estado de México,20203,2020-Q3,7412097
15,Estado de México,20204,2020-Q4,7817888
15,Estado de México,20211,2021-Q1,7256647
15,Estado de México,20212,2021-Q2,8291602
15,Estado de México,20214,2021-Q4,7981849
15,Estado de México,20221,2022-Q1,7958120
15,Estado de México,20222,2022-Q2,8112846
15,Estado de México,20223,2022-Q3,8184570
15,Estado de México,20224,2022-Q4,8217291
15,Estado de México,20231,2023-Q1,8100027
15,Estado de México,20232,2023-Q2,8110112
15,Estado de México,20233,2023-Q3,8339298
15,Estado de México,20234,2023-Q4,8490893
15,Estado de México,20241,2024-Q1,8328673
15,Estado de México,20242,2024-Q2,8440917
15,Estado de México,20243,2024-Q3,8445522
15,Estado de México,20244,2024-Q4,8385442
15,Estado de México,20251,2025-Q1,8230321
16,Michoacán de Ocampo,20101,2010-Q1,1752556
16,Michoacán de Ocampo,20102,2010-Q2,1761160
16,Michoacán de Ocampo,20103,2010-Q3,1830800
16,Michoacán de Ocampo,20104,2010-Q4,1730846
16,Michoacán de Ocampo,20111,2011-Q1,1788714
16,Michoacán de Ocampo,20112,2011-Q2,1895705
16,Michoacán de Ocampo,20113,2011-Q3,1914513
16,Michoacán de Ocampo,20114,2011-Q4,1853718
16,Michoacán de Ocampo,20121,2012-Q1,1878345
16,Michoacán de Ocampo,20122,2012-Q2,1908176
16,Michoacán de Ocampo,20123,2012-Q3,1937566
16,Michoacán de Ocampo,20124,2012-Q4,1885496
16,Michoacán de Ocampo,20131,2013-Q1,1888998
16,Michoacán de Ocampo,20132,2013-Q2,1926178
16,Michoacán de Ocampo,20133,2013-Q3,1903234
16,Michoacán de Ocampo,20134,2013-Q4,1937004
16,Michoacán de Ocampo,20141,2014-Q1,1882611
16,Michoacán de Ocampo,20142,2014-Q2,1917096
16,Michoacán de Ocampo,20143,2014-Q3,1887056
16,Michoacán de Ocampo,20144,2014-Q4,1944386
16,Michoacán de Ocampo,20151,2015-Q1,1952739
16,Michoacán de Ocampo,20152,2015-Q2,1978793
16,Michoacán de Ocampo,20153,2015-Q3,1974224
16,Michoacán de Ocampo,20154,2015-Q4,1955573
16,Michoacán de Ocampo,20161,2016-Q1,1984302
16,Michoacán de Ocampo,20162,2016-Q2,2014331
16,Michoacán de Ocampo,20163,2016-Q3,2026168
16,Michoacán de Ocampo,20164,2016-Q4,2002116
16,Michoacán de Ocampo,20171,2017-Q1,1978419
16,Michoacán de Ocampo,20172,2017-Q2,1981698
16,Michoacán de Ocampo,20173,2017-Q3,1987805
16,Michoacán de Ocampo,20174,2017-Q4,1996173
16,Michoacán de Ocampo,20181,2018-Q1,2015372
16,Michoacán de Ocampo,20182,2018-Q2,2043260
16,Michoacán de Ocampo,20183,2018-Q3,2039902
16,Michoacán de Ocampo,20184,2018-Q4,2014164
16,Michoacán de Ocampo,20191,2019-Q1,2082622
16,Michoacán de Ocampo,20192,2019-Q2,2101163
16,Michoacán de Ocampo,20193,2019-Q3,2095379
16,Michoacán de Ocampo,20194,2019-Q4,2092495
16,Michoacán de Ocampo,20201,2020-Q1,2124137
16,Michoacán de Ocampo,20203,2020-Q3,1929354
16,Michoacán de Ocampo,20204,2020-Q4,1937391
16,Michoacán de Ocampo,20211,2021-Q1,1989700
16,Michoacán de Ocampo,20212,2021-Q2,2041844
16,Michoacán de Ocampo,20213,2021-Q3,2173381
16,Michoacán de Ocampo,20214,2021-Q4,2165988
16,Michoacán de Ocampo,20221,2022-Q1,2203754
16,Michoacán de Ocampo,20222,2022-Q2,2236441
16,Michoacán de Ocampo,20223,2022-Q3,2251196
16,Michoacán de Ocampo,20224,2022-Q4,2246319
16,Michoacán de Ocampo,20231,2023-Q1,2189342
16,Michoacán de Ocampo,20232,2023-Q2,2220568
16,Michoacán de Ocampo,20233,2023-Q3,2275618
16,Michoacán de Ocampo,20234,2023-Q4,2273025
16,Michoacán de Ocampo,20241,2024-Q1,2307150
16,Michoacán de Ocampo,20242,2024-Q2,2288048
16,Michoacán de Ocampo,20243,2024-Q3,2241689
16,Michoacán de Ocampo,20244,2024-Q4,2251965
16,Michoacán de Ocampo,20251,2025-Q1,2257524
17,Morelos,20101,2010-Q1,792024
17,Morelos,20102,2010-Q2,802642
17,Morelos,20103,2010-Q3,798258
17,Morelos,20104,2010-Q4,784089
17,Morelos,20111,2011-Q1,783059
17,Morelos,20112,2011-Q2,787229
17,Morelos,20113,2011-Q3,800655
17,Morelos,20114,2011-Q4,800395
17,Morelos,20121,2012-Q1,797658
17,Morelos,20122,2012-Q2,807203
17,Morelos,20123,2012-Q3,808417
17,Morelos,20124,2012-Q4,803846
17,Morelos,20131,2013-Q1,803295
17,Morelos,20132,2013-Q2,819217
17,Morelos,20133,2013-Q3,813653
17,Morelos,20134,2013-Q4,826041
17,Morelos,20141,2014-Q1,802491
17,Morelos,20142,2014-Q2,818233
17,Morelos,20143,2014-Q3,819512
17,Morelos,20144,2014-Q4,810715
17,Morelos,20151,2015-Q1,818118
17,Morelos,20152,2015-Q2,812055
17,Morelos,20153,2015-Q3,801201
17,Morelos,20154,2015-Q4,788902
17,Morelos,20161,2016-Q1,813176
17,Morelos,20162,2016-Q2,806564
17,Morelos,20163,2016-Q3,836435
17,Morelos,20164,2016-Q4,819646
17,Morelos,20171,2017-Q1,834101
17,Morelos,20172,2017-Q2,817866
17,Morelos,20173,2017-Q3,827940
17,Morelos,20174,2017-Q4,846148
17,Morelos,20181,2018-Q1,862811
17,Morelos,20182,2018-Q2,846249
17,Morelos,20183,2018-Q3,853314
17,Morelos,20184,2018-Q4,838342
17,Morelos,20191,2019-Q1,868723
17,Morelos,20192,2019-Q2,850101
17,Morelos,20193,2019-Q3,874161
17,Morelos,20194,2019-Q4,871346
17,Morelos,20201,2020-Q1,890530
17,Morelos,20203,2020-Q3,853001
17,Morelos,20204,2020-Q4,879639
17,Morelos,20211,2021-Q1,823186
17,Morelos,20212,2021-Q2,855311
17,Morelos,20213,2021-Q3,857820
17,Morelos,20214,2021-Q4,850676
17,Morelos,20221,2022-Q1,849097
17,Morelos,20222,2022-Q2,841772
17,Morelos,20223,2022-Q3,869977
17,Morelos,20224,2022-Q4,883075
17,Morelos,20231,2023-Q1,890646
17,Morelos,20232,2023-Q2,886686
17,Morelos,20233,2023-Q3,884112
17,Morelos,20234,2023-Q4,910269
17,Morelos,20241,2024-Q1,902033
17,Morelos,20242,2024-Q2,887155
17,Morelos,20243,2024-Q3,905510
17,Morelos,20244,2024-Q4,878989
17,Morelos,20251,2025-Q1,888797
18,Nayarit,20101,2010-Q1,500992
18,Nayarit,20102,2010-Q2,509183
18,Nayarit,20103,2010-Q3,513989
18,Nayarit,20104,2010-Q4,513252
18,Nayarit,20111,2011-Q1,515642
18,Nayarit,20112,2011-Q2,504929
18,Nayarit,20113,2011-Q3,497222
18,Nayarit,20114,2011-Q4,511957
18,Nayarit,20121,2012-Q1,516293
18,Nayarit,20122,2012-Q2,524609
18,Nayarit,20123,2012-Q3,532734
18,Nayarit,20124,2012-Q4,540494
18,Nayarit,20131,2013-Q1,550425
18,Nayarit,20132,2013-Q2,542103
18,Nayarit,20133,2013-Q3,544086
18,Nayarit,20134,2013-Q4,554195
18,Nayarit,20141,2014-Q1,563804
18,Nayarit,20142,2014-Q2,549083
18,Nayarit,20143,2014-Q3,559238
18,Nayarit,20144,2014-Q4,555305
18,Nayarit,20151,2015-Q1,574724
18,Nayarit,20152,2015-Q2,571752
18,Nayarit,20153,2015-Q3,569041
18,Nayarit,20154,2015-Q4,585739
18,Nayarit,20161,2016-Q1,572345
18,Nayarit,20162,2016-Q2,583193
18,Nayarit,20163,2016-Q3,581719
18,Nayarit,20164,2016-Q4,591315
18,Nayarit,20171,2017-Q1,591525
18,Nayarit,20172,2017-Q2,589791
18,Nayarit,20173,2017-Q3,599824
18,Nayarit,20174,2017-Q4,614098
18,Nayarit,20181,2018-Q1,620511
18,Nayarit,20182,2018-Q2,616945
18,Nayarit,20183,2018-Q3,628918
18,Nayarit,20184,2018-Q4,620909
18,Nayarit,20191,2019-Q1,631415
18,Nayarit,20192,2019-Q2,626462
18,Nayarit,20193,2019-Q3,631627
18,Nayarit,20194,2019-Q4,624047
18,Nayarit,20201,2020-Q1,642054
18,Nayarit,20203,2020-Q3,674825
18,Nayarit,20204,2020-Q4,683387
18,Nayarit,20211,2021-Q1,651580
18,Nayarit,20212,2021-Q2,627135
18,Nayarit,20213,2021-Q3,600692
18,Nayarit,20214,2021-Q4,609847
18,Nayarit,20221,2022-Q1,613208
18,Nayarit,20222,2022-Q2,618626
18,Nayarit,20223,2022-Q3,621582
18,Nayarit,20224,2022-Q4,622716
18,Nayarit,20231,2023-Q1,621866
18,Nayarit,20232,2023-Q2,628886
18,Nayarit,20233,2023-Q3,634709
18,Nayarit,20234,2023-Q4,652611
18,Nayarit,20241,2024-Q1,654186
18,Nayarit,20242,2024-Q2,646616
18,Nayarit,20243,2024-Q3,636874
18,Nayarit,20244,2024-Q4,634062
18,Nayarit,20251,2025-Q1,644192
19,Nuevo León,20101,2010-Q1,2193201
19,Nuevo León,20102,2010-Q2,2226394
19,Nuevo León,20103,2010-Q3,2210256
19,Nuevo León,20104,2010-Q4,2228480
19,Nuevo León,20111,2011-Q1,2201452
19,Nuevo León,20112,2011-Q2,2199831
19,Nuevo León,20113,2011-Q3,2226819
19,Nuevo León,20114,2011-Q4,2264278
19,Nuevo León,20121,2012-Q1,2232845
19,Nuevo León,20122,2012-Q2,2311406
19,Nuevo León,20123,2012-Q3,2286154
19,Nuevo León,20124,2012-Q4,2308619
19,Nuevo León,20131,2013-Q1,2230258
19,Nuevo León,20132,2013-Q2,2315207
19,Nuevo León,20133,2013-Q3,2292814
19,Nuevo León,20134,2013-Q4,2298389
19,Nuevo León,20141,2014-Q1,2215675
19,Nuevo León,20142,2014-Q2,2296696
19,Nuevo León,20143,2014-Q3,2308943
19,Nuevo León,20144,2014-Q4,2302251
19,Nuevo León,20151,2015-Q1,2296435
19,Nuevo León,20152,2015-Q2,2327113
19,Nuevo León,20153,2015-Q3,2337494
19,Nuevo León,20154,2015-Q4,2370447
19,Nuevo León,20161,2016-Q1,2318300
19,Nuevo León,20162,2016-Q2,2390721
19,Nuevo León,20163,2016-Q3,2429180
19,Nuevo León,20164,2016-Q4,2466545
19,Nuevo León,20171,2017-Q1,2417477
19,Nuevo León,20172,2017-Q2,2436540
19,Nuevo León,20173,2017-Q3,2446421
19,Nuevo León,20174,2017-Q4,2473654
19,Nuevo León,20181,2018-Q1,2441649
19,Nuevo León,20182,2018-Q2,2527104
19,Nuevo León,20183,2018-Q3,2503030
19,Nuevo León,20184,2018-Q4,2508932
19,Nuevo León,20191,2019-Q1,2502020
19,Nuevo León,20192,2019-Q2,2524253
19,Nuevo León,20193,2019-Q3,2540257
19,Nuevo León,20194,2019-Q4,2604667
19,Nuevo León,20201,2020-Q1,2613855
19,Nuevo León,20203,2020-Q3,2548927
19,Nuevo León,20204,2020-Q4,2575825
19,Nuevo León,20211,2021-Q1,2785180
19,Nuevo León,20212,2021-Q2,2903038
19,Nuevo León,20213,2021-Q3,2866655
19,Nuevo León,20214,2021-Q4,2892673
19,Nuevo León,20221,2022-Q1,2856917
19,Nuevo León,20222,2022-Q2,2890727
19,Nuevo León,20223,2022-Q3,2889879
19,Nuevo León,20224,2022-Q4,2919303
19,Nuevo León,20231,2023-Q1,2901131
19,Nuevo León,20232,2023-Q2,2896509
19,Nuevo León,20233,2023-Q3,2961497
19,Nuevo León,20234,2023-Q4,2965610
19,Nuevo León,20241,2024-Q1,2987074
19,Nuevo León,20242,2024-Q2,3012589
19,Nuevo León,20243,2024-Q3,3006923
19,Nuevo León,20244,2024-Q4,3024159
19,Nuevo León,20251,2025-Q1,2926208
20,Oaxaca,20101,2010-Q1,1583313
20,Oaxaca,20102,2010-Q2,1616349
20,Oaxaca,20103,2010-Q3,1594579
20,Oaxaca,20104,2010-Q4,1599129
20,Oaxaca,20111,2011-Q1,1573030
20,Oaxaca,20112,2011-Q2,1617037
20,Oaxaca,20113,2011-Q3,1659754
20,Oaxaca,20114,2011-Q4,1695676
20,Oaxaca,20121,2012-Q1,1616320
20,Oaxaca,20122,2012-Q2,1657432
20,Oaxaca,20123,2012-Q3,1733611
20,Oaxaca,20124,2012-Q4,1672753
20,Oaxaca,20131,2013-Q1,1612573
20,Oaxaca,20132,2013-Q2,1591270
20,Oaxaca,20133,2013-Q3,1657522
20,Oaxaca,20134,2013-Q4,1630893
20,Oaxaca,20141,2014-Q1,1674403
20,Oaxaca,20142,2014-Q2,1646346
20,Oaxaca,20143,2014-Q3,1682031
20,Oaxaca,20144,2014-Q4,1664270
20,Oaxaca,20151,2015-Q1,1630614
20,Oaxaca,20152,2015-Q2,1645023
20,Oaxaca,20153,2015-Q3,1694415
20,Oaxaca,20154,2015-Q4,1711751
20,Oaxaca,20161,2016-Q1,1651471
20,Oaxaca,20162,2016-Q2,1727495
20,Oaxaca,20163,2016-Q3,1725728
20,Oaxaca,20164,2016-Q4,1716346
20,Oaxaca,20171,2017-Q1,1640510
20,Oaxaca,20172,2017-Q2,1699454
20,Oaxaca,20173,2017-Q3,1710876
20,Oaxaca,20174,2017-Q4,1696053
20,Oaxaca,20181,2018-Q1,1674080
20,Oaxaca,20182,2018-Q2,1739543
20,Oaxaca,20183,2018-Q3,1761492
20,Oaxaca,20184,2018-Q4,1766964
20,Oaxaca,20191,2019-Q1,1771068
20,Oaxaca,20192,2019-Q2,1830507
20,Oaxaca,20193,2019-Q3,1853607
20,Oaxaca,20194,2019-Q4,1885014
20,Oaxaca,20201,2020-Q1,1797433
20,Oaxaca,20203,2020-Q3,1788531
20,Oaxaca,20204,2020-Q4,1880398
20,Oaxaca,20211,2021-Q1,1851937
20,Oaxaca,20212,2021-Q2,1844235
20,Oaxaca,20213,2021-Q3,1783913
20,Oaxaca,20214,2021-Q4,1854356
20,Oaxaca,20221,2022-Q1,1884444
20,Oaxaca,20222,2022-Q2,1907900
20,Oaxaca,20223,2022-Q3,1920622
20,Oaxaca,20224,2022-Q4,1930924
20,Oaxaca,20231,2023-Q1,1916376
20,Oaxaca,20232,2023-Q2,1836475
20,Oaxaca,20233,2023-Q3,1981520
20,Oaxaca,20234,2023-Q4,1922767
20,Oaxaca,20241,2024-Q1,1870606
20,Oaxaca,20242,2024-Q2,1886140
20,Oaxaca,20243,2024-Q3,1941864
20,Oaxaca,20244,2024-Q4,1793392
20,Oaxaca,20251,2025-Q1,1829474
21,Puebla,20101,2010-Q1,2367871
21,Puebla,20102,2010-Q2,2430724
21,Puebla,20103,2010-Q3,2488089
21,Puebla,20104,2010-Q4,2435395
21,Puebla,20111,2011-Q1,2378617
21,Puebla,20112,2011-Q2,2479936
21,Puebla,20113,2011-Q3,2475772
21,Puebla,20114,2011-Q4,2608697
21,Puebla,20121,2012-Q1,2519457
21,Puebla,20122,2012-Q2,2590163
21,Puebla,20123,2012-Q3,2587110
21,Puebla,20124,2012-Q4,2603161
21,Puebla,20131,2013-Q1,2577105
21,Puebla,20132,2013-Q2,2614995
21,Puebla,20133,2013-Q3,2688078
21,Puebla,20134,2013-Q4,2651019
21,Puebla,20141,2014-Q1,2629626
21,Puebla,20142,2014-Q2,2627386
21,Puebla,20143,2014-Q3,2621893
21,Puebla,20144,2014-Q4,2631791
21,Puebla,20151,2015-Q1,2596845
21,Puebla,20152,2015-Q2,2651926
21,Puebla,20153,2015-Q3,2642250
21,Puebla,20154,2015-Q4,2710296
21,Puebla,20161,2016-Q1,2649383
21,Puebla,20162,2016-Q2,2697119
21,Puebla,20163,2016-Q3,2789817
21,Puebla,20164,2016-Q4,2789480
21,Puebla,20171,2017-Q1,2780286
21,Puebla,20172,2017-Q2,2848276
21,Puebla,20173,2017-Q3,2768440
21,Puebla,20174,2017-Q4,2851683
21,Puebla,20181,2018-Q1,2781199
21,Puebla,20182,2018-Q2,2812501
21,Puebla,20183,2018-Q3,2848162
21,Puebla,20184,2018-Q4,2849781
21,Puebla,20191,2019-Q1,2883130
21,Puebla,20192,2019-Q2,2885115
21,Puebla,20193,2019-Q3,2992818
21,Puebla,20194,2019-Q4,2953254
21,Puebla,20201,2020-Q1,2930555
21,Puebla,20203,2020-Q3,2762943
21,Puebla,20204,2020-Q4,2899694
21,Puebla,20211,2021-Q1,2877269
21,Puebla,20212,2021-Q2,3024303
21,Puebla,20213,2021-Q3,2999739
21,Puebla,20214,2021-Q4,3044866
21,Puebla,20221,2022-Q1,3022868
21,Puebla,20222,2022-Q2,3090458
21,Puebla,20223,2022-Q3,2995755
21,Puebla,20224,2022-Q4,3016552
21,Puebla,20231,2023-Q1,3077202
21,Puebla,20232,2023-Q2,3070602
21,Puebla,20233,2023-Q3,3128309
21,Puebla,20234,2023-Q4,3033484
21,Puebla,20241,2024-Q1,3017372
21,Puebla,20242,2024-Q2,3054844
